timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB]
2026/04/23 06:06:54.471, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:06:55.471, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:06:56.471, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:06:57.480, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:06:58.481, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:06:59.481, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:00.483, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:01.484, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:02.485, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:03.485, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:04.486, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:05.486, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:06.487, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:07.487, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:08.488, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:09.488, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:10.489, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:11.490, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:12.490, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:13.495, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:14.495, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:15.495, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:16.504, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:17.504, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:18.505, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:19.505, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:20.506, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:21.506, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:22.507, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:23.507, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:24.509, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:25.509, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:26.510, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:27.510, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:28.510, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:29.511, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:30.511, 100 %, 100 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:31.511, 100 %, 100 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:32.511, 100 %, 100 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:33.512, 100 %, 100 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:34.512, 100 %, 100 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:35.512, 100 %, 100 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:36.513, 100 %, 100 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:37.513, 100 %, 100 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:38.513, 100 %, 100 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:39.514, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:40.514, 100 %, 100 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:41.515, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:42.515, 100 %, 100 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:43.515, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:44.518, 100 %, 100 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:45.518, 100 %, 100 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:46.518, 100 %, 100 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:47.519, 100 %, 100 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:48.519, 100 %, 100 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:49.519, 100 %, 100 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:50.519, 100 %, 100 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:51.520, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:52.520, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:53.520, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:54.521, 100 %, 100 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:55.521, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:56.521, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:57.523, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:58.523, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:07:59.523, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:00.524, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:01.525, 100 %, 100 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:02.525, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:03.525, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:04.525, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:05.526, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:06.530, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:07.531, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:08.531, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:09.533, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:10.533, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:11.534, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:12.534, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:13.534, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:14.535, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:15.535, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:16.535, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:17.535, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:18.535, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:19.536, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:20.536, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:21.536, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:22.536, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:23.537, 22 %, 23 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:24.537, 100 %, 97 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:25.538, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:26.538, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:27.538, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:28.538, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:29.538, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:30.540, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:31.540, 100 %, 100 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:32.540, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:33.540, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:34.541, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:35.541, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:36.541, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:37.541, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:38.542, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:39.542, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:40.542, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:41.542, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:42.543, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:43.543, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:44.543, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:45.544, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:46.545, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:47.545, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:48.545, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:49.545, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:50.546, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:51.546, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:52.546, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:53.546, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:54.547, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:55.547, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:56.547, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:57.548, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:58.549, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:08:59.549, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:00.549, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:01.549, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:02.550, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:03.550, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:04.557, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:05.557, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:06.557, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:07.558, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:08.559, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:09.560, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:10.560, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:11.560, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:12.562, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:13.562, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:14.562, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:15.562, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:16.562, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:17.563, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:18.564, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:19.564, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:20.564, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:21.565, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:22.566, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:23.566, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:24.566, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:25.566, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:26.568, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:27.568, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:28.568, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:29.568, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:30.569, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:31.569, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:32.569, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:33.569, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:34.569, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:35.570, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:36.570, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:37.570, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:38.570, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:39.570, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:40.572, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:41.572, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:42.572, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:43.572, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:44.572, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:45.573, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:46.573, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:47.573, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:48.575, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:49.575, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:50.575, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:51.575, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:52.576, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:53.576, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:54.576, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:55.576, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:56.577, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:57.580, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:58.580, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:09:59.580, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:00.581, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:01.581, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:02.581, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:03.581, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:04.582, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:05.583, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:06.584, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:07.584, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:08.585, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:09.585, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:10.585, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:11.585, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:12.586, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:13.586, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:14.586, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:15.586, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:16.588, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:17.592, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:18.592, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:19.592, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:20.592, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:21.593, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:22.593, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:23.593, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:24.595, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:25.595, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:26.596, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:27.596, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:28.596, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:29.596, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:30.597, 100 %, 100 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:31.597, 87 %, 87 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:32.597, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:33.597, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:34.598, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:35.598, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:36.598, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:37.598, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:38.599, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:39.599, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:40.599, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:41.599, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:42.600, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:43.600, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:44.600, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:45.600, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:46.601, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:47.602, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:48.602, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:49.603, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:50.603, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:51.604, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:52.604, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:53.604, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:54.605, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:55.605, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:56.605, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:57.606, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:58.606, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:10:59.607, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:00.608, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:01.608, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:02.608, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:03.609, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:04.609, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:05.609, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:06.617, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:07.617, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:08.617, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:09.618, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:10.618, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:11.618, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:12.619, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:13.619, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:14.620, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:15.621, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:16.621, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:17.621, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:18.621, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:19.622, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:20.622, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:21.622, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:22.622, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:23.626, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:24.626, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:25.626, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:26.626, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:27.627, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:28.627, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:29.628, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:30.628, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:31.629, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:32.629, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:33.630, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:34.630, 100 %, 97 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:35.630, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:36.631, 100 %, 97 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:37.637, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:38.638, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:39.638, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:40.638, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:41.639, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:42.639, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:43.641, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:44.642, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:45.642, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:46.642, 100 %, 97 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:47.642, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:48.643, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:49.643, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:50.643, 100 %, 97 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:51.644, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:52.644, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:53.645, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:54.645, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:55.645, 100 %, 97 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:56.645, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:57.646, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:58.646, 100 %, 97 %, 21436 MiB, 24576 MiB
2026/04/23 06:11:59.646, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:12:00.647, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:12:01.647, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:12:02.647, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:12:03.648, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:12:04.648, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:12:05.648, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:12:06.649, 100 %, 97 %, 21436 MiB, 24576 MiB
2026/04/23 06:12:07.649, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:12:08.649, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:12:09.649, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:12:10.650, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:12:11.653, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:12:12.653, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:12:13.653, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:12:14.654, 100 %, 97 %, 21436 MiB, 24576 MiB
2026/04/23 06:12:15.654, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:12:16.654, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:12:17.654, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:12:18.654, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:12:19.654, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:12:20.656, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:12:21.656, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:12:22.656, 100 %, 97 %, 21436 MiB, 24576 MiB
2026/04/23 06:12:23.656, 100 %, 97 %, 21436 MiB, 24576 MiB
2026/04/23 06:12:24.657, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:12:25.657, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:12:26.657, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:12:27.657, 100 %, 97 %, 21436 MiB, 24576 MiB
2026/04/23 06:12:28.658, 100 %, 97 %, 21436 MiB, 24576 MiB
2026/04/23 06:12:29.658, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:12:30.659, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:12:31.659, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:12:32.659, 100 %, 98 %, 21436 MiB, 24576 MiB
2026/04/23 06:12:33.659, 100 %, 99 %, 21436 MiB, 24576 MiB
